prospect_id,organization_name,website,country,organization_type,sector_guess,decision_maker_name,target_email,custom_page_paths_csv,booking_link_45min,commercial_priority_default,research_scope,source_backend,source_label,raw_source_id,niche_status,status,paused,last_sequence_result,last_response_status,stop_reason,next_action_at,created_at,updated_at
ci-dhl-express-c-te-d-ivoire-064,DHL Express Côte d'Ivoire,https://www.dhl.com/ci,Côte d'Ivoire,Multinationale,Logistique / Express,Directeur Général,customer.service@dhl.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Logistique / Express,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sivom-soci-t-ivoirienne-de-mobilit-065,SIVOM — Société Ivoirienne de Mobilité,https://www.sivom.ci,Côte d'Ivoire,Entreprise publique,Transport urbain,Directeur Général,contact@sivom.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Transport urbain,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-a-roport-international-fhb-066,Aéroport International FHB,https://www.aeria.ci,Côte d'Ivoire,Établissement public,Transport aérien / Aéroport,Directeur Général,contact@aeria.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Transport aérien / Aéroport,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-fedex-c-te-d-ivoire-067,FedEx Côte d'Ivoire,https://www.fedex.com/fr-ci/,Côte d'Ivoire,Multinationale,Logistique / Express,Directeur Général CI,customer.support@fedex.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Logistique / Express,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sdv-c-te-d-ivoire-bollor-068,SDV Côte d'Ivoire (Bolloré),https://www.bollore-logistics.com,Côte d'Ivoire,Multinationale,Logistique / Fret,Directeur Général CI,info.ci@bollore.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Logistique / Fret,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-chu-de-yopougon-069,CHU de Yopougon,https://www.chuy.ci,Côte d'Ivoire,Centre hospitalier public,Santé / Hôpital,Directeur Général,contact@chuy.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Santé / Hôpital,,telemedecine_triage_orientation,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-chu-de-cocody-070,CHU de Cocody,https://www.chuc.ci,Côte d'Ivoire,Centre hospitalier public,Santé / Hôpital,Directeur Général,contact@chuc.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Santé / Hôpital,,telemedecine_triage_orientation,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sodipharm-071,SODIPHARM,https://www.sodipharm.ci,Côte d'Ivoire,Entreprise privée,Pharmacie / Distribution,Directeur Général,contact@sodipharm.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Pharmacie / Distribution,,telemedecine_triage_orientation,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ivoire-pharma-072,Ivoire Pharma,https://www.ivoirepharma.ci,Côte d'Ivoire,Entreprise privée,Pharmacie,Directeur Général,info@ivoirepharma.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Pharmacie,,telemedecine_triage_orientation,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-polyclinique-internationale-de-cocody-073,POLYCLINIQUE INTERNATIONALE DE COCODY,https://www.pic.ci,Côte d'Ivoire,Clinique privée,Santé / Clinique,Directeur Général,contact@pic.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Santé / Clinique,,telemedecine_triage_orientation,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cnam-caisse-nationale-d-assurance-maladi-074,CNAM — Caisse Nationale d'Assurance Maladie,https://www.cnam.ci,Côte d'Ivoire,Institution publique,Santé / Protection sociale,Directeur Général,contact@cnam.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Santé / Protection sociale,,reporting_financier_assiste,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-rti-radio-t-l-vision-ivoirienne-075,RTI — Radio Télévision Ivoirienne,https://www.rti.ci,Côte d'Ivoire,Établissement public,Médias audiovisuels,Directeur Général,contact@rti.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Médias audiovisuels,,machine_contenu_marketing,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-nci-076,NCI,https://www.nci.ci,Côte d'Ivoire,Entreprise privée,Médias audiovisuels,Directeur Général,contact@nci.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Médias audiovisuels,,machine_contenu_marketing,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-la-nouvelle-cha-ne-ivoirienne-077,La Nouvelle Chaîne Ivoirienne,https://www.la1ere.francetvinfo.fr,Côte d'Ivoire,Entreprise privée,Médias audiovisuels,Directeur Général,contact@lnci.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Médias audiovisuels,,machine_contenu_marketing,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-fraternit-matin-078,Fraternité Matin,https://www.fratmat.info,Côte d'Ivoire,Entreprise publique de presse,Presse écrite,Directeur Général,contact@fratmat.info,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Presse écrite,,machine_contenu_marketing,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-abidjan-net-079,Abidjan.net,https://www.abidjan.net,Côte d'Ivoire,Entreprise privée,Médias digitaux,Directeur Général,info@abidjan.net,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Médias digitaux,,machine_contenu_marketing,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-7info-ci-080,7info.ci,https://www.7info.ci,Côte d'Ivoire,Entreprise privée,Médias digitaux,Directeur Général,contact@7info.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Médias digitaux,,machine_contenu_marketing,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-h-tel-ivoire-abidjan-081,Hôtel Ivoire Abidjan,https://www.sofitel-abidjan.com,Côte d'Ivoire,Groupe hôtelier,Hôtellerie / Tourisme,Directeur Général,h9240@sofitel.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Hôtellerie / Tourisme,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-pullman-abidjan-082,Pullman Abidjan,https://all.accor.com/hotel/0583,Côte d'Ivoire,Groupe hôtelier multinational,Hôtellerie / Tourisme,Directeur Général,h0583@accor.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Hôtellerie / Tourisme,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-radisson-blu-abidjan-083,Radisson Blu Abidjan,https://www.radissonhotels.com/abidjan,Côte d'Ivoire,Groupe hôtelier multinational,Hôtellerie / Tourisme,Directeur Général,info.abidjan@radissonblu.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Hôtellerie / Tourisme,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-novotel-abidjan-084,Novotel Abidjan,https://all.accor.com/hotel/1190,Côte d'Ivoire,Groupe hôtelier multinational,Hôtellerie / Tourisme,Directeur Général,h1190@accor.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Hôtellerie / Tourisme,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-golden-tulip-abidjan-085,Golden Tulip Abidjan,https://www.goldentulipabidjan.com,Côte d'Ivoire,Groupe hôtelier,Hôtellerie / Tourisme,Directeur Général,info@goldentulipabidjan.com,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Hôtellerie / Tourisme,,service_client_multicanal,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-intouch-086,InTouch,https://www.intouchgroup.net,Côte d'Ivoire,Entreprise tech privée,Technologie / Paiement,Directeur Général,contact@intouchgroup.net,,https://calendly.com/transferai/45min,tier1,public_web_only,crm_import_ci_200,Prospection CI — Technologie / Paiement,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-orange-money-ci-orange-ci-087,Orange Money CI (Orange CI),https://www.orange.ci/orangemoney,Côte d'Ivoire,Service d'une multinationale,Fintech / Mobile Money,Directeur Général,orangemoney@orange.ci,,https://calendly.com/transferai/45min,tier1,public_web_only,crm_import_ci_200,Prospection CI — Fintech / Mobile Money,,reporting_financier_assiste,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-mtn-mobile-money-ci-088,MTN Mobile Money CI,https://www.mtn.ci/momo,Côte d'Ivoire,Service d'une multinationale,Fintech / Mobile Money,Directeur Général,momo@mtn.ci,,https://calendly.com/transferai/45min,tier1,public_web_only,crm_import_ci_200,Prospection CI — Fintech / Mobile Money,,reporting_financier_assiste,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-payunit-ci-089,PayUnit CI,https://www.payunit.net,Côte d'Ivoire,Startup tech,Fintech / Paiement,Directeur Général,contact@payunit.net,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Fintech / Paiement,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-dpo-group-c-te-d-ivoire-090,DPO Group Côte d'Ivoire,https://www.dpogroup.com,Côte d'Ivoire,Entreprise tech,Fintech / E-commerce,Directeur Général CI,info@dpogroup.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Fintech / E-commerce,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-orca-telecoms-ci-091,ORCA Telecoms CI,https://www.orcatelecom.com,Côte d'Ivoire,Entreprise tech,Technologie / IT,Directeur Général,contact@orcatelecom.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Technologie / IT,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-celtiis-ci-092,Celtiis CI,https://www.celtiis.com,Côte d'Ivoire,Entreprise tech,Technologie / Internet,Directeur Général,contact.ci@celtiis.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Technologie / Internet,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-alink-telecom-093,ALINK Telecom,https://www.alink-telecom.com,Côte d'Ivoire,Entreprise tech,Technologie / Connectivité,Directeur Général,contact@alink-telecom.com,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Technologie / Connectivité,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sodemi-st-pour-le-d-veloppement-minier-094,SODEMI — Sté pour le Développement Minier,https://www.sodemi.ci,Côte d'Ivoire,Entreprise publique,Mines / Ressources naturelles,Directeur Général,contact@sodemi.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Mines / Ressources naturelles,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-endeavour-mining-ci-095,Endeavour Mining CI,https://www.endeavourmining.com,Côte d'Ivoire,Multinationale,Mines / Or,Directeur Général CI,info@endeavourmining.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Mines / Or,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-perseus-mining-ci-096,Perseus Mining CI,https://www.perseusmining.com,Côte d'Ivoire,Entreprise internationale,Mines / Or,Directeur Général CI,info@perseusmining.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Mines / Or,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-allied-gold-ci-097,Allied Gold CI,https://www.alliedgold.com,Côte d'Ivoire,Entreprise internationale,Mines / Or,Directeur Général CI,info@alliedgold.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Mines / Or,,operations_terrain_coordination,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ageroute-agence-de-gestion-des-routes-098,AGEROUTE — Agence de Gestion des Routes,https://www.ageroute.ci,Côte d'Ivoire,Agence publique,BTP / Routes,Directeur Général,contact@ageroute.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — BTP / Routes,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-artci-autorit-t-l-coms-099,ARTCI — Autorité Télécoms,https://www.artci.ci,Côte d'Ivoire,Régulateur public,Régulation / Télécoms,Directeur Général,contact@artci.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Régulation / Télécoms,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-anrmp-autorit-nationale-r-gulation-march-100,ANRMP — Autorité Nationale Régulation Marchés,https://www.anrmp.ci,Côte d'Ivoire,Institution publique,Régulation / Marchés publics,Directeur Général,anrmp@anrmp.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Régulation / Marchés publics,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cci-ci-chambre-de-commerce-101,CCI-CI — Chambre de Commerce,https://www.cci.ci,Côte d'Ivoire,Institution consulaire,Commerce / Industrie,Directeur Général,info@cci.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Commerce / Industrie,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-brvm-bourse-r-gionale-102,BRVM — Bourse Régionale,https://www.brvm.org,Côte d'Ivoire,Institution régionale,Finance / Bourse,Directeur Général,info@brvm.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Finance / Bourse,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-bceao-banque-centrale-103,BCEAO — Banque Centrale,https://www.bceao.int,Côte d'Ivoire,Institution publique régionale,Banque centrale,Gouverneur,info@bceao.int,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Banque centrale,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-mairie-du-plateau-104,Mairie du Plateau,https://www.mairie-abidjan.ci,Côte d'Ivoire,Collectivité territoriale,Administration publique,Maire,contact@mairie-abidjan.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Administration publique,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-district-autonome-d-abidjan-105,District Autonome d'Abidjan,https://www.abidjan.ci,Côte d'Ivoire,Collectivité territoriale,Administration publique,Gouverneur du District,info@abidjan.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Administration publique,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-anader-agence-nationale-d-appui-au-d-vel-106,ANADER — Agence Nationale d'Appui au Développement Rural,https://www.anader.ci,Côte d'Ivoire,Agence publique,Agriculture / Rural,Directeur Général,contact@anader.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Agriculture / Rural,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cgrae-caisse-retraite-agents-tat-107,CGRAE — Caisse Retraite Agents État,https://www.cgrae.ci,Côte d'Ivoire,Institution publique,Retraite / Administration,Directeur Général,contact@cgrae.ci,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Retraite / Administration,,reporting_financier_assiste,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-minist-re-de-l-conomie-num-rique-108,Ministère de l'Économie Numérique,https://www.men.gouv.ci,Côte d'Ivoire,Ministère,Administration / Numérique,Ministre,contact@men.gouv.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Administration / Numérique,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cntig-centre-national-t-l-d-tection-109,CNTIG — Centre National Télédétection,https://www.cntig.net,Côte d'Ivoire,Institution publique,Technologie / Géomatique,Directeur Général,info@cntig.net,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Technologie / Géomatique,,workflow_administratif,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-banque-mondiale-bureau-ci-110,Banque Mondiale — Bureau CI,https://www.banquemondiale.org/ci,Côte d'Ivoire,Organisation internationale,Finance / Développement,Représentant Résident,info@worldbank.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Finance / Développement,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-afd-agence-fran-aise-de-d-veloppement-ci-111,AFD — Agence Française de Développement CI,https://www.afd.fr/ci,Côte d'Ivoire,Organisation internationale,Finance / Développement,Directeur Pays CI,afd-abidjan@afd.fr,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Finance / Développement,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-bad-banque-africaine-de-d-veloppement-112,BAD — Banque Africaine de Développement,https://www.afdb.org,Côte d'Ivoire,Organisation internationale,Finance / Développement,Président,afdb.info@afdb.org,,https://calendly.com/transferai/45min,tier1,public_web_only,crm_import_ci_200,Prospection CI — Finance / Développement,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ifc-international-finance-corporation-113,IFC — International Finance Corporation,https://www.ifc.org/ci,Côte d'Ivoire,Organisation internationale,Finance / Développement,Représentant CI,info@ifc.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Finance / Développement,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-usaid-c-te-d-ivoire-114,USAID Côte d'Ivoire,https://ci.usembassy.gov/usaid,Côte d'Ivoire,Organisation internationale,Développement / Aide,Directeur de Mission,usaid.abidjan@usaid.gov,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Développement / Aide,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-pnud-bureau-ci-115,PNUD — Bureau CI,https://www.undp.org/fr/cote-d-ivoire,Côte d'Ivoire,Organisation internationale,Développement durable,Représentant Résident,undp.abidjan@undp.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Développement durable,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-unicef-c-te-d-ivoire-116,UNICEF Côte d'Ivoire,https://www.unicef.org/cotedivoire,Côte d'Ivoire,Organisation internationale,Développement / Social,Représentant,abidjan@unicef.org,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Développement / Social,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-union-europ-enne-d-l-gation-ci-117,Union Européenne — Délégation CI,https://www.eeas.europa.eu/ci,Côte d'Ivoire,Organisation internationale,Coopération / Développement,Chef de Délégation,delegation-cote-divoire@eeas.europa.eu,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Coopération / Développement,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ambassade-de-france-ci-scac-118,Ambassade de France CI (SCAC),https://ci.ambafrance.org,Côte d'Ivoire,Organisation internationale,Coopération / Culture,Ambassadeur,scac.abidjan@diplomatie.gouv.fr,,https://calendly.com/transferai/45min,tier3,public_web_only,crm_import_ci_200,Prospection CI — Coopération / Culture,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-giz-c-te-d-ivoire-119,GIZ Côte d'Ivoire,https://www.giz.de/ci,Côte d'Ivoire,Organisation internationale,Développement / Formation,Directeur Pays,info-ci@giz.de,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Développement / Formation,,assistant_direction_documentaire,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-universit-fhb-cocody-120,Université FHB — Cocody,https://www.ufhb.edu.ci,Côte d'Ivoire,Université publique,Éducation / Recherche,Président,contact@ufhb.edu.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Éducation / Recherche,,formation_montee_en_competence,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-inphb-institut-national-polytechnique-121,INPHB — Institut National Polytechnique,https://www.inphb.ci,Côte d'Ivoire,Grande école publique,Éducation / Ingénierie,Directeur Général,contact@inphb.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Éducation / Ingénierie,,formation_montee_en_competence,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-cesag-centre-africain-d-tudes-122,CESAG — Centre Africain d'Études,https://www.cesag.sn,Sénégal,Grande école régionale,Éducation / Management,Directeur Général,contact@cesag.sn,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Éducation / Management,,formation_montee_en_competence,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-esatic-cole-sup-africaine-tic-123,ESATIC — École Sup. Africaine TIC,https://www.esatic.ci,Côte d'Ivoire,Grande école privée,Éducation / Numérique,Directeur Général,info@esatic.ci,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Éducation / Numérique,,formation_montee_en_competence,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-ism-abidjan-124,ISM Abidjan,https://www.ism.sn/abidjan,Côte d'Ivoire,École privée,Éducation / Management,Directeur,abidjan@ism.sn,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Éducation / Management,,formation_montee_en_competence,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-sonatel-orange-s-n-gal-125,Sonatel (Orange Sénégal),https://www.sonatel.sn,Sénégal,Entreprise de télécoms,Télécommunications,Directeur Général,contact@sonatel.com,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Télécommunications,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
ci-onatel-burkina-faso-126,ONATEL Burkina Faso,https://www.onatel.bf,Burkina Faso,Entreprise publique de télécoms,Télécommunications,Directeur Général,contact@onatel.bf,,https://calendly.com/transferai/45min,tier2,public_web_only,crm_import_ci_200,Prospection CI — Télécommunications,,support_it_intelligent,ready,False,,,,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z,2026-06-12T23:49:44.974418Z
